Timestamp,X,Y,Z
15-Dec-2024 07:12:54.004,-0.96012,3.442075,8.376674
15-Dec-2024 07:12:54.012,-1.228116,3.451647,8.209176
15-Dec-2024 07:12:54.021,-1.266401,3.518646,8.209176
15-Dec-2024 07:12:54.029,-1.266401,3.523431,8.376674
15-Dec-2024 07:12:54.037,-1.213759,3.528217,8.587242
15-Dec-2024 07:12:54.045,-1.094118,3.509074,8.678169
15-Dec-2024 07:12:54.054,-0.969691,3.509074,8.711669
15-Dec-2024 07:12:54.062,-0.85005,3.518646,8.807382
15-Dec-2024 07:12:54.070,-0.677767,3.547359,8.965308
15-Dec-2024 07:12:54.079,-0.505484,3.580859,9.12802
15-Dec-2024 07:12:54.087,-0.395414,3.580859,9.185448
15-Dec-2024 07:12:54.095,-0.433699,3.580859,9.171091
15-Dec-2024 07:12:54.104,-0.505484,3.614359,9.175877
15-Dec-2024 07:12:54.112,-0.491127,3.662215,9.190233
15-Dec-2024 07:12:54.120,-0.414557,3.705286,9.099306
15-Dec-2024 07:12:54.128,-0.337986,3.753142,8.970094
15-Dec-2024 07:12:54.137,-0.294915,3.800999,8.812167
15-Dec-2024 07:12:54.145,-0.213559,3.834498,8.678169
15-Dec-2024 07:12:54.153,-0.194417,3.824927,8.673384
15-Dec-2024 07:12:54.162,-0.18006,3.824927,8.855238
15-Dec-2024 07:12:54.170,-0.084347,3.834498,9.185448
15-Dec-2024 07:12:54.178,0.064008,3.767499,9.477372
15-Dec-2024 07:12:54.186,0.15015,3.638287,9.64487
15-Dec-2024 07:12:54.195,0.174078,3.552145,9.750154
15-Dec-2024 07:12:54.203,0.131007,3.489932,9.826724
15-Dec-2024 07:12:54.211,0.035294,3.384648,9.850653
15-Dec-2024 07:12:54.220,-0.108275,3.279363,9.869795
15-Dec-2024 07:12:54.228,-0.261416,3.221936,9.869795
15-Dec-2024 07:12:54.236,-0.4002,3.159722,9.865009
15-Dec-2024 07:12:54.245,-0.505484,3.078366,9.807582
15-Dec-2024 07:12:54.253,-0.562912,3.059224,9.716655
15-Dec-2024 07:12:54.261,-0.58684,3.054438,9.659226
15-Dec-2024 07:12:54.269,-0.572483,3.040081,9.57787
15-Dec-2024 07:12:54.278,-0.558126,3.064009,9.530014
15-Dec-2024 07:12:54.286,-0.58684,3.087938,9.539586
15-Dec-2024 07:12:54.294,-0.610768,3.154937,9.530014
15-Dec-2024 07:12:54.303,-0.644267,3.21715,9.45823
15-Dec-2024 07:12:54.311,-0.66341,3.288935,9.343374
