Timestamp,X,Y,Z
15-Dec-2024 07:14:54.742,-2.749951,2.43709,9.003593
15-Dec-2024 07:14:54.750,-2.974877,2.752943,8.314461
15-Dec-2024 07:14:54.758,-2.96052,3.131008,8.410173
15-Dec-2024 07:14:54.767,-2.754737,3.422933,9.037093
15-Dec-2024 07:14:54.775,-2.400599,3.509074,9.735797
15-Dec-2024 07:14:54.783,-2.151746,3.485146,10.195219
15-Dec-2024 07:14:54.791,-2.060818,3.446861,10.42493
15-Dec-2024 07:14:54.800,-2.089532,3.355934,10.34836
15-Dec-2024 07:14:54.808,-2.142174,3.265007,10.061221
15-Dec-2024 07:14:54.816,-2.127818,3.188436,9.601799
15-Dec-2024 07:14:54.825,-2.099104,3.092723,9.070593
15-Dec-2024 07:14:54.833,-2.032105,3.006582,8.5346
15-Dec-2024 07:14:54.841,-1.936392,2.896512,8.079964
15-Dec-2024 07:14:54.849,-1.869393,2.800799,7.778468
15-Dec-2024 07:14:54.858,-1.845464,2.743371,7.735397
15-Dec-2024 07:14:54.866,-1.840679,2.666801,7.874181
15-Dec-2024 07:14:54.874,-1.821536,2.461018,8.185248
15-Dec-2024 07:14:54.883,-1.744966,2.164308,8.505886
15-Dec-2024 07:14:54.891,-1.716252,1.905883,8.769096
15-Dec-2024 07:14:54.899,-1.697109,1.695315,8.898309
15-Dec-2024 07:14:54.908,-1.644467,1.652244,8.922237
15-Dec-2024 07:14:54.916,-1.47697,1.690529,8.907881
15-Dec-2024 07:14:54.924,-1.132403,1.776671,8.654242
15-Dec-2024 07:14:54.932,-0.830908,1.925026,8.290532
15-Dec-2024 07:14:54.941,-0.706481,2.03031,8.003393
15-Dec-2024 07:14:54.949,-0.649053,2.035096,7.979465
15-Dec-2024 07:14:54.957,-0.558126,1.968097,8.290532
15-Dec-2024 07:14:54.966,-0.376271,1.886741,8.778668
15-Dec-2024 07:14:54.974,-0.151346,1.862812,9.386445
15-Dec-2024 07:14:54.982,-0.022134,1.829313,9.979865
15-Dec-2024 07:14:54.990,0.198006,1.695315,10.458429
