Timestamp,X,Y,Z
15-Dec-2024 07:14:22.491,0.111864,2.877369,12.860824
15-Dec-2024 07:14:22.499,-0.175274,2.685943,12.769897
15-Dec-2024 07:14:22.507,-0.036491,2.786442,12.506686
15-Dec-2024 07:14:22.515,0.365504,2.934797,12.075977
15-Dec-2024 07:14:22.524,0.848854,3.001796,11.353345
15-Dec-2024 07:14:22.532,2.782254,2.671587,9.821939
15-Dec-2024 07:14:22.540,1.614557,2.791228,10.429716
15-Dec-2024 07:14:22.549,0.576072,3.260221,10.233504
15-Dec-2024 07:14:22.557,0.504287,3.231507,8.639884
15-Dec-2024 07:14:22.565,0.882353,3.121437,8.166105
15-Dec-2024 07:14:22.573,1.202992,3.049653,8.05125
15-Dec-2024 07:14:22.582,1.327418,2.906083,7.792825
15-Dec-2024 07:14:22.590,1.351347,2.853441,7.668398
15-Dec-2024 07:14:22.598,1.456631,2.963511,7.539186
15-Dec-2024 07:14:22.607,1.466202,3.078366,7.429116
15-Dec-2024 07:14:22.615,1.351347,3.049653,7.472187
15-Dec-2024 07:14:22.623,1.365704,2.939583,7.381259
15-Dec-2024 07:14:22.631,1.494916,2.867798,7.342975
15-Dec-2024 07:14:22.640,1.695913,2.786442,7.074978
15-Dec-2024 07:14:22.648,1.959123,2.719443,6.529415
15-Dec-2024 07:14:22.656,2.22712,2.681158,6.00778
15-Dec-2024 07:14:22.665,2.471188,2.690729,5.486144
15-Dec-2024 07:14:22.673,2.782254,2.786442,4.911867
15-Dec-2024 07:14:22.681,2.949752,2.906083,4.557729
15-Dec-2024 07:14:22.690,2.968895,2.992225,4.323232
15-Dec-2024 07:14:22.698,2.854039,3.040081,4.261019
15-Dec-2024 07:14:22.706,2.720041,3.044867,4.289733
15-Dec-2024 07:14:22.714,2.595614,3.040081,4.404588
15-Dec-2024 07:14:22.723,2.547758,3.044867,4.557729
15-Dec-2024 07:14:22.731,2.681756,2.953939,4.447659
15-Dec-2024 07:14:22.739,3.055036,2.891726,4.342375
15-Dec-2024 07:14:22.748,3.41396,2.958725,4.27059
15-Dec-2024 07:14:22.756,3.571886,3.083152,4.251448
15-Dec-2024 07:14:22.764,3.638885,3.245864,4.30409
15-Dec-2024 07:14:22.772,3.777669,3.408576,4.67737
15-Dec-2024 07:14:22.781,4.107878,3.480361,5.481359
15-Dec-2024 07:14:22.789,4.495515,3.379862,6.639484
15-Dec-2024 07:14:22.797,4.624728,3.154937,8.190034
15-Dec-2024 07:14:22.806,4.399803,2.877369,10.027721
15-Dec-2024 07:14:22.814,4.064807,2.518446,11.669198
15-Dec-2024 07:14:22.822,4.031308,2.197808,12.702897
15-Dec-2024 07:14:22.831,4.217948,2.145165,13.157534
15-Dec-2024 07:14:22.839,4.385446,2.29352,13.013964
15-Dec-2024 07:14:22.847,4.390231,2.556731,12.420544
15-Dec-2024 07:14:22.855,4.103093,2.910869,12.310474
15-Dec-2024 07:14:22.864,3.476173,3.250649,12.789039
15-Dec-2024 07:14:22.872,2.672185,3.504289,13.348959
15-Dec-2024 07:14:22.880,1.849054,3.777071,13.951951
15-Dec-2024 07:14:22.889,1.126421,4.083352,14.181662
15-Dec-2024 07:14:22.897,0.666999,4.499703,13.928022
15-Dec-2024 07:14:22.905,0.499502,5.021338,13.162319
15-Dec-2024 07:14:22.913,0.595215,5.648258,12.238689
15-Dec-2024 07:14:22.922,0.968495,6.246463,11.449059
15-Dec-2024 07:14:22.930,1.648057,6.911668,11.056635
15-Dec-2024 07:14:22.938,2.399403,7.466803,11.147562
15-Dec-2024 07:14:22.947,3.050251,7.763513,11.573485
15-Dec-2024 07:14:22.955,3.342175,7.902297,11.865409
15-Dec-2024 07:14:22.963,3.102893,7.950153,11.90848
15-Dec-2024 07:14:22.972,2.49033,7.916654,11.865409
15-Dec-2024 07:14:22.980,1.748555,7.85444,11.621342
15-Dec-2024 07:14:22.988,0.858425,7.710871,11.200205
15-Dec-2024 07:14:22.996,-0.084347,7.442875,10.458429
15-Dec-2024 07:14:23.005,-0.936192,7.194021,9.515657
15-Dec-2024 07:14:23.013,-1.677967,7.026524,8.625527
15-Dec-2024 07:14:23.021,-2.079961,6.911668,7.768897
15-Dec-2024 07:14:23.030,-2.046462,6.873383,6.969694
15-Dec-2024 07:14:23.038,-1.400399,7.060023,6.060421
15-Dec-2024 07:14:23.046,-0.44327,7.251449,5.390431
15-Dec-2024 07:14:23.054,0.403789,7.18445,5.108078
15-Dec-2024 07:14:23.063,0.963709,7.050452,5.069793
15-Dec-2024 07:14:23.071,1.202992,7.021738,5.419145
15-Dec-2024 07:14:23.079,0.824926,6.729814,6.299704
15-Dec-2024 07:14:23.088,0.360718,6.208179,7.266404
15-Dec-2024 07:14:23.096,0.087936,5.834898,8.434102
15-Dec-2024 07:14:23.104,-0.323629,5.538188,9.64487
15-Dec-2024 07:14:23.112,-0.768694,5.136194,10.582856
15-Dec-2024 07:14:23.121,-1.199402,4.657629,11.219347
15-Dec-2024 07:14:23.129,-1.486541,4.241278,11.472986
15-Dec-2024 07:14:23.137,-1.534397,4.102494,11.597413
15-Dec-2024 07:14:23.146,-1.491327,4.078566,11.621342
15-Dec-2024 07:14:23.154,-1.390828,4.140779,11.516057
15-Dec-2024 07:14:23.162,-1.094118,4.380062,11.181062
15-Dec-2024 07:14:23.171,-0.682553,4.671986,10.692926
15-Dec-2024 07:14:23.179,-0.10349,4.877769,10.037292
15-Dec-2024 07:14:23.187,0.552144,5.164907,9.42473
15-Dec-2024 07:14:23.195,1.097707,5.681757,8.893523
15-Dec-2024 07:14:23.203,1.504487,6.007181,8.615956
15-Dec-2024 07:14:23.212,1.758126,6.007181,8.505886
15-Dec-2024 07:14:23.220,1.849054,5.81097,8.376674
15-Dec-2024 07:14:23.229,1.815554,5.528617,8.118249
15-Dec-2024 07:14:23.237,1.41356,5.351548,8.036893
15-Dec-2024 07:14:23.245,0.906282,5.112266,7.945966
15-Dec-2024 07:14:23.253,0.681356,4.882555,7.654041
15-Dec-2024 07:14:23.262,0.585643,4.805984,7.19462
15-Dec-2024 07:14:23.270,0.33679,4.705486,6.519844
15-Dec-2024 07:14:23.278,0.001795,4.360919,5.644071
15-Dec-2024 07:14:23.287,-0.275773,3.88714,4.993223
15-Dec-2024 07:14:23.295,-0.428913,3.312863,5.031508
15-Dec-2024 07:14:23.303,-0.481556,2.642873,6.065207
15-Dec-2024 07:14:23.312,-0.524626,1.848456,7.539186
15-Dec-2024 07:14:23.320,-0.620339,0.977468,8.821739
15-Dec-2024 07:14:23.328,-0.735195,0.345763,9.544372
15-Dec-2024 07:14:23.336,-0.869193,0.001196,9.501301
15-Dec-2024 07:14:23.345,-0.85005,-0.075374,8.855238
15-Dec-2024 07:14:23.353,-0.744766,-0.089731,7.936395
15-Dec-2024 07:14:23.361,-0.548555,-0.084945,7.012765
15-Dec-2024 07:14:23.370,0.126221,0.044267,6.237491
15-Dec-2024 07:14:23.378,1.595415,0.369691,5.467001
15-Dec-2024 07:14:23.386,3.318247,0.900898,4.758726
15-Dec-2024 07:14:23.394,4.773083,1.36032,4.127021
15-Dec-2024 07:14:23.403,5.682355,1.508675,3.748955
15-Dec-2024 07:14:23.411,6.05085,1.475175,3.351746
15-Dec-2024 07:14:23.419,5.998208,1.470389,2.82054
15-Dec-2024 07:14:23.428,5.333004,1.288535,2.595614
15-Dec-2024 07:14:23.436,4.146163,1.082752,2.720041
15-Dec-2024 07:14:23.444,3.902096,1.264607,2.858825
15-Dec-2024 07:14:23.453,2.887539,1.202393,4.22752
15-Dec-2024 07:14:23.461,2.040479,1.479961,5.596214
15-Dec-2024 07:14:23.469,2.509473,1.872384,6.926623
15-Dec-2024 07:14:23.477,3.562315,1.944168,9.046664
15-Dec-2024 07:14:23.486,4.634299,2.25045,10.735997
15-Dec-2024 07:14:23.494,5.481359,2.863012,12.042479
15-Dec-2024 07:14:23.502,5.988637,3.370291,13.325031
15-Dec-2024 07:14:23.511,6.333203,3.456432,13.841881
15-Dec-2024 07:14:23.519,6.505486,3.470789,13.774881
15-Dec-2024 07:14:23.527,6.337989,3.676572,13.152748
15-Dec-2024 07:14:23.535,6.05085,3.777071,12.090335
15-Dec-2024 07:14:23.544,5.945566,3.800999,11.171491
15-Dec-2024 07:14:23.552,5.768497,3.99721,10.72164
15-Dec-2024 07:14:23.560,5.127221,4.298706,10.932208
15-Dec-2024 07:14:23.569,4.261019,4.518846,11.784053
15-Dec-2024 07:14:23.577,3.251248,4.389633,13.080963
15-Dec-2024 07:14:23.585,1.987837,3.968496,14.20559
15-Dec-2024 07:14:23.593,0.772283,3.710072,14.727225
15-Dec-2024 07:14:23.602,-0.261416,3.643072,14.598013
15-Dec-2024 07:14:23.610,-1.079761,3.542574,13.79881
15-Dec-2024 07:14:23.618,-1.3334,3.657429,12.410973
15-Dec-2024 07:14:23.627,-1.386042,3.834498,11.166705
15-Dec-2024 07:14:23.635,-1.716252,3.872783,10.357931
15-Dec-2024 07:14:23.643,-2.44367,3.762714,9.951151
15-Dec-2024 07:14:23.652,-3.362514,3.561717,10.05165
15-Dec-2024 07:14:23.660,-3.793222,3.724428,10.802996
15-Dec-2024 07:14:23.668,-2.994019,4.370491,11.889338
15-Dec-2024 07:14:23.676,-1.232902,5.021338,13.17189
15-Dec-2024 07:14:23.685,0.882353,5.710471,14.325231
15-Dec-2024 07:14:23.693,2.643471,6.361319,15.004792
15-Dec-2024 07:14:23.700,3.538387,6.677172,14.684155
15-Dec-2024 07:14:23.710,3.418745,6.720243,13.291532
15-Dec-2024 07:14:23.718,2.504687,6.466603,11.324632
15-Dec-2024 07:14:23.726,1.174278,6.189036,9.305089
15-Dec-2024 07:14:23.734,-0.285344,5.973682,7.773683
15-Dec-2024 07:14:23.743,-1.524826,5.595616,6.543772
15-Dec-2024 07:14:23.751,-2.247459,5.313262,5.495716
15-Dec-2024 07:14:23.759,-2.386242,5.174479,4.452445
15-Dec-2024 07:14:23.768,-1.821536,5.131408,3.801597
15-Dec-2024 07:14:23.776,-1.113261,5.179265,4.361517
15-Dec-2024 07:14:23.784,-0.845265,5.021338,5.821139
15-Dec-2024 07:14:23.793,-1.051047,4.614559,7.362117
15-Dec-2024 07:14:23.801,-1.510469,4.054638,9.094521
15-Dec-2024 07:14:23.809,-2.166103,3.489932,11.118849
15-Dec-2024 07:14:23.817,-2.371886,3.020939,12.669397
15-Dec-2024 07:14:23.826,-1.539183,2.81037,13.593027
15-Dec-2024 07:14:23.834,-0.046062,2.992225,13.770096
15-Dec-2024 07:14:23.842,1.356132,3.442075,13.181461
15-Dec-2024 07:14:23.851,1.901696,3.820141,12.334402
15-Dec-2024 07:14:23.859,1.38006,3.800999,11.563913
15-Dec-2024 07:14:23.867,0.351147,3.657429,10.822139
15-Dec-2024 07:14:23.875,-0.716052,3.279363,10.066007
15-Dec-2024 07:14:23.884,-1.170689,2.863012,9.319446
15-Dec-2024 07:14:23.892,-0.835693,2.867798,8.692527
15-Dec-2024 07:14:23.900,-0.108275,3.379862,8.166105
15-Dec-2024 07:14:23.909,0.604786,4.418347,8.070393
15-Dec-2024 07:14:23.917,1.097707,5.236692,8.606385
15-Dec-2024 07:14:23.925,1.140778,5.265406,9.386445
15-Dec-2024 07:14:23.933,0.533001,4.432704,9.802796
15-Dec-2024 07:14:23.942,-0.299701,3.509074,9.817153
15-Dec-2024 07:14:23.950,-0.792623,3.355934,9.372088
15-Dec-2024 07:14:23.958,-0.69691,3.528217,8.539386
15-Dec-2024 07:14:23.967,-0.495912,3.494717,7.582257
15-Dec-2024 07:14:23.975,-0.706481,3.422933,6.682556
15-Dec-2024 07:14:23.983,-1.141975,3.231507,6.280561
15-Dec-2024 07:14:23.992,-1.687538,2.796013,6.419345
15-Dec-2024 07:14:24.000,-2.132603,2.154737,6.802197
15-Dec-2024 07:14:24.008,-2.132603,1.470389,7.405188
15-Dec-2024 07:14:24.016,-1.539183,0.924826,8.008179
15-Dec-2024 07:14:24.025,-0.519841,0.680758,8.180463
15-Dec-2024 07:14:24.033,0.379861,0.541974,8.089535
15-Dec-2024 07:14:24.041,0.89671,0.508475,7.979465
15-Dec-2024 07:14:24.050,1.212563,0.58026,8.065607
15-Dec-2024 07:14:24.058,1.590629,0.652044,8.367103
15-Dec-2024 07:14:24.066,1.959123,0.608973,8.448459
15-Dec-2024 07:14:24.074,2.265405,0.503689,8.23789
15-Dec-2024 07:14:24.083,2.236691,0.221336,7.764111
15-Dec-2024 07:14:24.091,1.82034,-0.089731,6.826125
15-Dec-2024 07:14:24.099,0.997209,-0.295514,5.524429
15-Dec-2024 07:14:24.108,-0.108275,-0.82672,4.294518
15-Dec-2024 07:14:24.116,-0.988834,-1.31007,3.38046
15-Dec-2024 07:14:24.124,-0.821336,-1.348356,2.389832
15-Dec-2024 07:14:24.133,0.686142,-1.348356,2.346761
15-Dec-2024 07:14:24.141,0.719641,-1.338784,3.284747
15-Dec-2024 07:14:24.149,1.437488,-0.831506,2.734398
15-Dec-2024 07:14:24.157,2.935395,-0.161516,1.470988
15-Dec-2024 07:14:24.166,4.146163,0.36012,0.858425
15-Dec-2024 07:14:24.174,4.71087,0.977468,0.89671
15-Dec-2024 07:14:24.182,5.538786,2.121237,0.973281
15-Dec-2024 07:14:24.191,6.89791,3.734,1.102493
15-Dec-2024 07:14:24.199,7.835896,4.648058,1.67677
15-Dec-2024 07:14:24.207,8.233105,4.681558,2.609971
15-Dec-2024 07:14:24.215,8.764311,4.906483,3.485744
15-Dec-2024 07:14:24.224,9.123235,5.322834,4.792225
15-Dec-2024 07:14:24.232,9.05145,5.442475,6.390631
15-Dec-2024 07:14:24.240,8.601599,5.236692,8.955737
15-Dec-2024 07:14:24.249,7.979465,4.346562,12.659826
15-Dec-2024 07:14:24.257,7.414759,2.944368,16.674982
15-Dec-2024 07:14:24.265,6.759126,1.666601,20.077576
15-Dec-2024 07:14:24.274,5.840282,0.910469,22.594826
15-Dec-2024 07:14:24.282,4.993223,1.001396,23.968306
15-Dec-2024 07:14:24.290,4.150949,1.814956,23.662025
15-Dec-2024 07:14:24.298,2.777469,2.901298,22.953749
15-Dec-2024 07:14:24.307,1.035494,3.284149,21.116062
15-Dec-2024 07:14:24.315,-0.093918,3.51386,18.895523
15-Dec-2024 07:14:24.323,-1.031905,3.777071,17.287546
15-Dec-2024 07:14:24.332,-1.96032,3.911069,16.129419
15-Dec-2024 07:14:24.340,-2.410171,4.112066,15.425929
15-Dec-2024 07:14:24.348,-2.400599,4.442275,14.942579
15-Dec-2024 07:14:24.356,-2.046462,5.006981,14.669798
15-Dec-2024 07:14:24.365,-1.14676,5.854041,14.306088
15-Dec-2024 07:14:24.373,0.11665,6.940382,13.846666
15-Dec-2024 07:14:24.381,1.715056,8.40479,12.961322
15-Dec-2024 07:14:24.390,2.911467,9.629914,11.5352
15-Dec-2024 07:14:24.398,2.849254,10.170692,10.381859
15-Dec-2024 07:14:24.406,1.767698,10.122836,9.783653
15-Dec-2024 07:14:24.414,0.422931,9.663414,9.396016
15-Dec-2024 07:14:24.423,-0.878764,8.99821,9.108877
15-Dec-2024 07:14:24.431,-2.199602,8.490932,8.869596
15-Dec-2024 07:14:24.439,-3.285944,8.328219,8.563314
15-Dec-2024 07:14:24.448,-3.750151,8.036295,8.213962
15-Dec-2024 07:14:24.456,-3.912863,7.328019,7.855039
15-Dec-2024 07:14:24.464,-4.429713,6.385247,8.257032
15-Dec-2024 07:14:24.473,-5.094918,5.418547,9.046664
15-Dec-2024 07:14:24.481,-5.602196,4.260421,10.01815
15-Dec-2024 07:14:24.489,-6.061618,3.111866,11.123634
15-Dec-2024 07:14:24.497,-6.37747,2.207379,11.793625
15-Dec-2024 07:14:24.506,-6.3344,1.910669,12.080763
15-Dec-2024 07:14:24.514,-5.793622,1.977668,11.956337
15-Dec-2024 07:14:24.522,-4.645067,2.379662,11.946765
15-Dec-2024 07:14:24.531,-3.271587,2.796013,12.109477
15-Dec-2024 07:14:24.539,-2.166103,3.198007,12.568899
15-Dec-2024 07:14:24.547,-1.625325,3.600002,12.621541
15-Dec-2024 07:14:24.555,-1.247259,3.848855,12.152548
15-Dec-2024 07:14:24.564,-0.878764,3.762714,11.291132
15-Dec-2024 07:14:24.572,-0.682553,3.537788,10.606785
15-Dec-2024 07:14:24.580,-0.66341,3.394219,10.549356
15-Dec-2024 07:14:24.589,-0.510269,3.221936,10.822139
15-Dec-2024 07:14:24.597,0.102293,3.049653,11.181062
15-Dec-2024 07:14:24.605,0.791426,2.738585,11.5352
15-Dec-2024 07:14:24.614,1.207777,2.336591,11.650055
15-Dec-2024 07:14:24.622,1.868196,2.03031,11.525628
15-Dec-2024 07:14:24.630,2.992823,2.145165,11.343774
15-Dec-2024 07:14:24.638,4.069593,2.494518,10.936995
15-Dec-2024 07:14:24.647,4.720441,2.595016,10.334002
15-Dec-2024 07:14:24.655,4.883153,2.226521,9.75494
15-Dec-2024 07:14:24.663,4.734798,1.594816,9.343374
15-Dec-2024 07:14:24.672,4.361517,0.891326,9.218947
15-Dec-2024 07:14:24.680,3.624528,0.183051,9.108877
15-Dec-2024 07:14:24.688,2.538187,-0.510868,8.706883
15-Dec-2024 07:14:24.696,1.308276,-0.960718,8.266604
15-Dec-2024 07:14:24.705,0.375075,-1.089931,7.692327
15-Dec-2024 07:14:24.713,-0.113061,-1.161715,7.103692
15-Dec-2024 07:14:24.721,-0.132203,-1.118645,6.476773
15-Dec-2024 07:14:24.730,0.202792,-1.018146,5.749355
15-Dec-2024 07:14:24.738,0.848854,-0.831506,5.11765
15-Dec-2024 07:14:24.746,1.705484,-0.606581,4.509872
15-Dec-2024 07:14:24.755,2.562115,-0.439083,3.859025
15-Dec-2024 07:14:24.763,3.093322,-0.295514,2.988037
15-Dec-2024 07:14:24.771,3.480959,-0.037089,1.839482
15-Dec-2024 07:14:24.779,3.940381,0.230907,0.733998
15-Dec-2024 07:14:24.788,3.978666,0.465404,-0.084347
15-Dec-2024 07:14:24.796,3.782454,0.752543,-0.634696
15-Dec-2024 07:14:24.804,3.485744,0.943969,-1.242473
15-Dec-2024 07:14:24.813,3.078964,1.068395,-1.649253
15-Dec-2024 07:14:24.821,2.629114,1.322034,-1.711466
15-Dec-2024 07:14:24.829,2.140978,1.51346,-1.3669
15-Dec-2024 07:14:24.837,1.853839,1.604388,-0.639482
15-Dec-2024 07:14:24.846,1.939981,1.695315,0.939781
15-Dec-2024 07:14:24.854,2.198406,1.84367,2.944967
15-Dec-2024 07:14:24.862,2.552544,1.992025,5.423931
15-Dec-2024 07:14:24.871,3.227319,1.95374,7.883752
15-Dec-2024 07:14:24.879,4.557729,1.929811,9.860224
15-Dec-2024 07:14:24.887,6.136992,2.059024,11.066207
15-Dec-2024 07:14:24.895,7.261619,2.011168,11.516057
15-Dec-2024 07:14:24.904,8.012965,2.06381,11.669198
15-Dec-2024 07:14:24.912,8.003393,2.21695,12.047264
15-Dec-2024 07:14:24.920,6.491129,1.771885,13.727025
15-Dec-2024 07:14:24.929,3.782454,0.728615,16.086348
15-Dec-2024 07:14:24.937,0.695713,-0.300299,18.273388
15-Dec-2024 07:14:24.945,-1.855036,-0.731007,18.95295
15-Dec-2024 07:14:24.954,-3.132803,-0.118445,17.488543
15-Dec-2024 07:14:24.962,-3.013162,1.097109,14.665011
15-Dec-2024 07:14:24.970,-2.285744,2.283949,12.300903
15-Dec-2024 07:14:24.978,-1.835893,3.178865,10.716854
15-Dec-2024 07:14:24.987,-1.563111,3.791427,9.668798
15-Dec-2024 07:14:24.995,-1.457827,4.131208,9.367303
15-Dec-2024 07:14:25.003,-1.371686,4.40399,10.094721
15-Dec-2024 07:14:25.012,-0.888335,4.834698,11.573485
15-Dec-2024 07:14:25.020,0.087936,5.418547,13.080963
15-Dec-2024 07:14:25.028,1.30349,5.988039,14.535799
15-Dec-2024 07:14:25.036,2.461616,6.361319,16.038492
